stn,lat,lon,elev,state,name,flg1,flg2,wmo
ASN00005029,-21.6767,116.3928,180,NA,YALLEEN,NA,NA,NA
ASN00005030,-22.5064,114.7944,25,NA,YANREY,NA,NA,NA
ASN00005031,-21.8875,114.0092,6,NA,YARDIE CREEK,NA,NA,NA
ASN00005032,-21.5703,115.8786,50,NA,YARRALOOLA,NA,NA,NA
ASN00005033,-22.2933,115.0342,150,NA,KOORDARRIE,NA,NA,NA
ASN00005034,-22.4558,116.0508,160,NA,MOUNT STUART,NA,NA,NA
ASN00005035,-21.6,117.6,-999.9,NA,TAMBREY,NA,NA,NA
ASN00005036,-22.9367,115.9825,170,NA,GLEN FLORRIE STATION,NA,NA,NA
ASN00005037,-21.7,117.45,-999.9,NA,KANGIANGI,NA,NA,NA
ASN00005038,-21.3667,115.85,-999.9,NA,CHINGINARRA,NA,NA,NA
ASN00005039,-22.6,114.4,-999.9,NA,LEARMONTH ARTESIAN,NA,NA,NA
ASN00005040,-21.1594,116.1197,15,NA,BALMORAL,NA,NA,NA
ASN00005041,-22.6,116.1,-999.9,NA,COORARA STATION,NA,NA,NA
ASN00005042,-21.7,116.1,-999.9,NA,DEEPDALE 1,NA,NA,NA
ASN00005043,-21.9,115.2,-999.9,NA,DIOMENOR,NA,NA,NA
ASN00005044,-21.1,116.1,-999.9,NA,FORTESCUE,NA,NA,NA
ASN00005045,-22.685,114.3672,30,NA,GIRALIA,NA,NA,NA
ASN00005046,-22.7,116.1,-999.9,NA,HARDY JUNCTION,NA,NA,NA
ASN00005047,-22.25,119.1,-999.9,NA,KERDIADARY,NA,NA,NA
ASN00005048,-22.5403,115.4981,80,NA,NANUTARRA,NA,NA,NA
ASN00005049,-21.6,117.6,-999.9,NA,TABLELAND,NA,NA,NA
ASN00005050,-21.6,116.4,-999.9,NA,MOUNT ENID,NA,NA,NA
ASN00005051,-21.9303,114.1256,13,NA,EXMOUTH TOWN,NA,NA,NA
ASN00005052,-20.8831,116.6725,30,NA,KARRATHA STATION,NA,NA,NA
ASN00005053,-20.6553,116.6789,50,NA,EAST INTERCOURSE ISLAND,NA,NA,NA
ASN00005055,-22.2275,118.345,441.7,NA,WITTENOOM AERO,NA,NA,NA
ASN00005057,-21.3417,117.0833,-999.9,NA,HARDING RIVER,NA,NA,NA
ASN00005058,-20.8206,115.3931,62,NA,BARROW ISLAND,NA,NA,NA
ASN00005059,-22.6125,117.625,-999.9,NA,MOUNT LIONEL AIRSTRIP,NA,NA,NA
ASN00005060,-22.3333,114.05,7,NA,NAVY CHARLIE,NA,NA,NA
ASN00005061,-20.7278,116.7483,6,NA,DAMPIER SALT,NA,NA,NA
ASN00005063,-22.3,117.2833,-999.9,NA,MOUNT BROCKMAN,NA,NA,NA
ASN00005064,-22.7825,119.6172,433,NA,SAND HILL,NA,NA,NA
ASN00005066,-22.7817,115.3706,100,NA,UAROO,NA,NA,NA
ASN00005067,-22.0894,115.6239,80,NA,CANE RIVER,NA,NA,NA
ASN00005068,-22.6811,114.0394,20,NA,BULLARA,NA,NA,NA
ASN00005069,-21.6392,116.3308,200,NA,PANNAWONICA,NA,NA,NA
ASN00005070,-21.3567,115.8208,10,NA,ROBE,NA,NA,NA
ASN00005071,-21.3444,115.9356,11,NA,PINDRAL OUTCAMP,NA,NA,NA
ASN00005072,-22.6967,117.7703,746,NA,TOM PRICE,NA,NA,9531
ASN00005073,-21.8836,118.2217,500,NA,HOOLEY,NA,NA,NA
ASN00005074,-22.6344,118.1119,726,NA,MARANDOO,NA,NA,NA
ASN00005075,-21.8222,114.1714,7,NA,NAVY ALPHA,NA,NA,NA
ASN00005076,-22.745,117.6656,606,NA,TOM PRICE AERO,NA,NA,NA
ASN00005078,-21.7672,114.8211,5,NA,URALA,NA,NA,NA
ASN00005079,-21.4625,115.0194,5,NA,THEVENARD ISLAND,NA,NA,NA
ASN00005082,-21.0544,116.2575,50,NA,ERAMURRA POOL,NA,NA,NA
ASN00005083,-20.7692,116.8603,15,NA,KARRATHA WATER RESOURCES,NA,NA,NA
ASN00005084,-21.4606,115.0197,5,NA,THEVENARD ISLAND,NA,NA,9430
ASN00005085,-22.8853,117.4464,420,NA,ROCKLEA,NA,NA,NA
ASN00005086,-21.2947,116.1383,55,NA,FORTESCUE ROAD HOUSE,NA,NA,NA
ASN00005087,-21.5833,117.05,-999.9,NA,MILLSTREAM CWS PUMPING STATIO,N,NA,NA
ASN00005088,-21.2475,116.0733,38,NA,MULYERING,NA,NA,NA
ASN00005089,-22.9003,118.7031,720,NA,PACKSADDLE CAMP,NA,NA,NA
ASN00005090,-21.9711,115.4325,55,NA,MOUNT MINNIE,NA,NA,NA
ASN00005092,-22.2367,114.0869,5,NA,LEARMONTH MILOS AWS COMPARISO,N,NA,NA
ASN00005093,-22.3767,118.6886,460,NA,AUSKI MUNJINA ROADHOUSE,NA,NA,NA
ASN00005094,-20.875,115.4056,6.4,NA,BARROW ISLAND AIRPORT,NA,NA,9530
ASN00005095,-22.9367,116.9731,300,NA,CHEELA PLAINS,NA,NA,NA
ASN00006000,-25.0417,115.3092,180,NA,BIDGEMIA,NA,NA,NA
ASN00006001,-27.4231,115.8347,254,NA,BILLABALONG,NA,NA,NA
ASN00006002,-24.685,114.8358,90,NA,BINTHALYA,NA,NA,NA
ASN00006003,-24.6525,113.6936,4,NA,BOOLATHANA,NA,NA,NA
ASN00006004,-24.3333,114.0242,90,NA,BOOLOGOORO,NA,NA,NA
ASN00006005,-24.8208,113.7853,15,NA,BRICKHOUSE,NA,NA,NA
ASN00006006,-27.855,115.6733,300,NA,BULLARDOO,NA,NA,NA
ASN00006007,-26.2739,115.2578,218,NA,TALISKER,NA,NA,NA
ASN00006008,-25.0481,114.0294,25,NA,CALLAGIDDY STATION,NA,NA,NA
ASN00006009,-23.105,113.8031,6,NA,CARDABIA,NA,NA,NA
ASN00006010,-25.6114,115.4625,250,NA,CAREY DOWNS,NA,NA,NA
ASN00006011,-24.8878,113.67,4,NA,CARNARVON AIRPORT,GS,N,9430
ASN00006012,-26.4628,113.505,20,NA,CARRARANG,NA,NA,NA
ASN00006013,-26.6972,114.3181,150,NA,COBURN STATION,NA,NA,NA
ASN00006014,-23.5,114.1,-999.9,NA,COOKERABINGIE,NA,NA,NA
ASN00006015,-24.4447,114.0781,45,NA,COORALYA,NA,NA,NA
ASN00006016,-23.3,114.7,-999.9,NA,CORDALIA,NA,NA,NA
ASN00006017,-25.2786,115.8633,300,NA,DAIRY CREEK,NA,NA,NA
ASN00006018,-26.0333,113.2167,-999.9,NA,DIRK HARTOG ISLAND,NA,NA,NA
ASN00006019,-24.8061,114.4322,70,NA,DOORAWARRAH,NA,NA,NA
ASN00006020,-25.36,114.2292,30,NA,EDAGGEE,NA,NA,NA
ASN00006021,-24.4508,115.6072,400,NA,EUDAMULLAH,NA,NA,NA
ASN00006022,-25.0544,115.21,144,NA,GASCOYNE JUNCTION,NA,NA,9441
ASN00006023,-23.8222,113.5256,20,NA,GNARALOO,NA,NA,NA
ASN00006024,-24.6667,114.35,-999.9,NA,GOOMBARDIE,NA,NA,NA
ASN00006025,-26.4008,114.1667,15,NA,HAMELIN POOL,NA,NA,NA
ASN00006026,-26.4275,114.1919,25,NA,HAMELIN STATION,NA,NA,NA
ASN00006027,-25.0442,115.1331,180,NA,JIMBA JIMBA,NA,NA,NA
ASN00006028,-26.4,114.4667,-999.9,NA,THE OVERLANDER,NA,NA,NA
ASN00006029,-23.6361,115.2461,210,NA,LYNDON,NA,NA,NA
ASN00006030,-24.6314,115.3383,175,NA,LYONS RIVER,NA,NA,NA
ASN00006031,-23.915,115.6183,300,NA,MANGAROON,NA,NA,NA
ASN00006032,-24.4733,114.5553,90,NA,MARDATHUNA,NA,NA,NA
ASN00006033,-23.4789,115.5481,250,NA,MAROONAH,NA,NA,NA
ASN00006034,-25.3656,114.3594,40,NA,MARRON,NA,NA,NA
ASN00006035,-26.7025,114.6183,180,NA,MEADOW STATION,NA,NA,NA
ASN00006036,-25.6644,114.6267,60,NA,MEEDO,NA,NA,NA
ASN00006037,-24.3142,115.1892,300,NA,MERLINLEIGH,NA,NA,NA
ASN00006038,-23.3817,114.4375,75,NA,MIA MIA,NA,NA,NA
ASN00006039,-23.8497,113.9714,3,NA,MINILYA,NA,NA,NA
ASN00006040,-24.0306,115.6967,300,NA,MINNIE CREEK,NA,NA,NA
ASN00006041,-24.0633,115.205,300,NA,MOOGOOREE,NA,NA,NA
ASN00006042,-24.4117,115.3958,370,NA,MOUNT SANDIMAN,NA,NA,NA
ASN00006043,-27.37,115.6517,300,NA,NEW FOREST,NA,NA,NA
ASN00006044,-25.9261,113.5319,9,NA,DENHAM,NA,NA,9440
ASN00006045,-26.6969,113.7158,50,NA,TAMALA,NA,NA,NA
ASN00006046,-23.1747,115.1194,120,NA,TOWERA,NA,NA,NA
ASN00006047,-25.405,115.2267,200,NA,TOWRANA,NA,NA,NA
ASN00006048,-27.3853,115.9664,260,NA,TWIN PEAKS,NA,NA,NA
ASN00006049,-27.1,115.5,-999.9,NA,WAIL,NA,NA,NA
ASN00006050,-23.7647,114.5539,90,NA,WANDAGEE,NA,NA,NA
ASN00006051,-27.9864,115.6306,300,NA,WANDINA,NA,NA,NA
ASN00006052,-23.8608,115.1475,190,NA,WILLIAMBURY,NA,NA,NA
ASN00006053,-25.3017,115.1161,170,NA,WINDERIE,NA,NA,NA
ASN00006054,-26.0511,114.7542,180,NA,WOODLEIGH,NA,NA,NA
ASN00006055,-27.7458,115.8286,300,NA,WOOLGORONG,NA,NA,NA
ASN00006056,-25.74,114.2847,16,NA,WOORAMEL,NA,NA,NA
ASN00006057,-25.1833,114.6767,90,NA,YALBALGO,NA,NA,NA
ASN00006058,-27.4278,115.5147,240,NA,YALLALONG,NA,NA,NA
ASN00006059,-25.9436,114.3222,13,NA,YARINGA STATION,NA,NA,NA
ASN00006060,-26.2011,114.2869,30,NA,CARBLA STATION,NA,NA,NA
ASN00006061,-24.9017,114.2164,45,NA,MEERAGOOLIA,NA,NA,NA
ASN00006062,-24.9,113.65,4.6,NA,CARNARVON POST OFFICE,NA,NA,NA
ASN00006063,-27.5167,115.05,-999.9,NA,COOLCALALYA,NA,NA,NA
ASN00006064,-24.2167,115.3833,-999.9,NA,MOOGOOREE O.S.,NA,NA,NA
ASN00006065,-23.4,114.7,-999.9,NA,PLEAIDES,NA,NA,NA
ASN00006066,-23.1567,114.5403,75,NA,WINNING,NA,NA,NA
ASN00006067,-23.5,114.0167,-999.9,NA,MIA MIA 2 SUB BORE,NA,NA,NA
ASN00006068,-25.4906,114.3981,40,NA,WAHROONGA,NA,NA,NA
ASN00006069,-26.5903,115.9267,300,NA,MOUNT NARRYER,NA,NA,NA
ASN00006070,-24.3058,114.5003,60,NA,HILL SPRINGS,NA,NA,NA
ASN00006071,-26.6167,115.5467,280,NA,MUGGON,NA,NA,NA
ASN00006072,-23.0314,115.0414,111,NA,EMU CREEK STATION,NA,NA,9431
ASN00006073,-24.8333,113.3,-999.9,NA,BERNIER ISLAND,NA,NA,NA
ASN00006074,-24.8667,114.5833,-999.9,NA,MILLIE MILLIE,NA,NA,NA
ASN00006075,-25.2,113.9,-999.9,NA,BOODALIA,NA,NA,NA
ASN00006076,-26.3,114.25,-999.9,NA,BOOLAGOORDA,NA,NA,NA
ASN00006077,-25.3,115.6,-999.9,NA,BOUNDARY STORE,NA,NA,NA
ASN00006078,-25.8,115.1,-999.9,NA,CALLATHARRA,NA,NA,NA
ASN00006079,-25.0881,114.3853,60,NA,ELLA VALLA,NA,NA,NA
ASN00006080,-26.2564,113.8064,20,NA,NANGA,NA,NA,NA
ASN00006081,-26.4,114.05,-999.9,NA,NILEMAH,NA,NA,NA
ASN00006082,-24.5,113.5,-999.9,NA,POINT CHARLES,NA,NA,NA
ASN00006083,-24.3,113.8,-999.9,NA,SHAWS TANK,NA,NA,NA
ASN00006084,-23.4853,113.7811,20,NA,WARROORA,NA,NA,NA
ASN00006085,-24.2,114.1,-999.9,NA,YALOBIA,NA,NA,NA
ASN00006087,-24.8167,113.8333,17,NA,BRICKHOUSE WOOLSHED,NA,NA,NA
ASN00006088,-24.4333,114.2667,-999.9,NA,COORALYA O.S.,NA,NA,NA
ASN00006089,-23.6333,113.6167,-999.9,NA,CAPE FARQUHAR,NA,NA,NA
ASN00006090,-26.96,115.9733,300,NA,MEEBERRIE,NA,NA,NA
ASN00006091,-25.9667,115.9833,-999.9,NA,MEARABUNDIE,NA,NA,NA
ASN00006092,-26.8156,114.6133,140,NA,BILLABONG ROADHOUSE,NA,NA,9440
ASN00006093,-23.81,114.0083,60,NA,MINILYA BRIDGE,NA,NA,NA
ASN00006094,-24.2167,113.3833,41,NA,CAPE CUVIER,NA,NA,NA
ASN00006095,-24.3967,113.4056,16,NA,QUOBBA,NA,NA,NA
ASN00006096,-25.0167,114.2833,-999.9,NA,DOORAWARRAH O.S.,NA,NA,NA
ASN00006097,-26.1203,113.3975,3,NA,USELESS LOOP,NA,NA,NA
ASN00006098,-25.0294,115.8628,300,NA,WEEDARRAH,NA,NA,NA
ASN00006099,-26.8936,115.9561,287,NA,MURCHISON,NA,NA,9442
ASN00006100,-27.525,115.0569,220,NA,COOLCALALAYA,NA,NA,NA
ASN00006101,-26.0983,115.2444,200,NA,YALARDY,NA,NA,NA
ASN00006102,-26.1764,113.215,4,NA,STEEP POINT,NA,NA,NA
ASN00006103,-23.9064,114.7681,100,NA,MIDDALYA,NA,NA,NA
ASN00006105,-25.8925,113.5772,33.8,NA,SHARK BAY AIRPORT,NA,NA,9540
ASN00006106,-25.0381,115.9953,320,NA,MOOLOO DOWNS,NA,NA,NA
ASN00006107,-24.8128,113.7925,15,NA,FAR END PLANTATION,NA,NA,NA
ASN00007000,-28.6294,116.2814,340,NA,BARNONG,NA,NA,NA
ASN00007001,-26.9667,117.9167,-999.9,NA,BEEBYN,NA,NA,NA
ASN00007002,-26.3611,118.0283,500,NA,BELELE,NA,NA,NA
ASN00007003,-26.0417,116.9528,450,NA,BERINGARRA,NA,NA,NA
ASN00007004,-27.35,117.6667,-999.9,NA,BIG BELL,NA,NA,NA
ASN00007005,-28.3,117.9,-999.9,NA,BOODANOO,NA,NA,NA
ASN00007006,-28.0411,117.6703,450,NA,BOOGARDIE,NA,NA,NA
ASN00007007,-26.9844,116.5361,300,NA,BOOLARDY,NA,NA,NA
ASN00007008,-25.5067,118.7933,550,NA,BRYAH,NA,NA,NA
ASN00007009,-27.4833,117.3,-999.9,NA,BULLARA,NA,NA,NA
ASN00007010,-28.6097,116.5714,300,NA,BUNNAWARRA,NA,NA,NA
ASN00007011,-28.7839,117.3625,400,NA,BURNERBINMAH,NA,NA,NA
ASN00007012,-26.1297,118.4853,500,NA,BUTTAH,NA,NA,NA
ASN00007013,-27.25,118.3333,-999.9,NA,COGLA DOWNS NATTE,NA,NA,NA
ASN00007014,-27.2528,117.6525,500,NA,COODARDY,NA,NA,NA
ASN00007015,-27.3,117.25,-999.9,NA,COODARDY YENTON,NA,NA,NA
ASN00007016,-29.3667,117.7,-999.9,NA,COODINGNOW,NA,NA,NA
ASN00007017,-27.4233,117.8994,453,NA,CUE,NA,NA,NA
ASN00007018,-27.0392,118.365,450,NA,CULLCULLI,NA,NA,NA
ASN00007019,-24.0019,119.5725,600,NA,BULLOO DOWNS,NA,NA,NA
ASN00007020,-26.8764,118.1731,400,NA,ANNEAN,NA,NA,NA
ASN00007021,-27.3839,117.7453,450,NA,AUSTIN DOWNS,NA,NA,NA
ASN00007022,-27.4667,117.85,-999.9,NA,DAY DAWN,NA,NA,NA
ASN00007023,-25.6864,119.2258,600,NA,DOOLGUNNA,NA,NA,NA
ASN00007024,-28.2731,117.1544,350,NA,EDAH,NA,NA,NA
ASN00007025,-23.9214,116.5594,450,NA,WANNA,NA,NA,NA
ASN00007026,-26.45,118.2,-999.9,NA,FOUR CORNERS,NA,NA,NA
ASN00007027,-28.2494,116.34,340,NA,GABYON,NA,NA,NA
ASN00007028,-24.0469,116.2181,320,NA,WANNA,NA,NA,NA
ASN00007029,-25.4333,116.1167,-999.9,NA,GLENBURGH,NA,NA,NA
ASN00007030,-26.1142,117.5047,500,NA,JUDAL STATION,NA,NA,NA
ASN00007031,-26.905,118.8361,600,NA,HILLVIEW,NA,NA,NA
ASN00007032,-27.6292,117.4867,500,NA,ILLGIDDY,NA,NA,NA
ASN00007033,-24.3444,119.5808,620,NA,ILLGARARIE,NA,NA,NA
ASN00007034,-27.7447,116.7442,400,NA,JINGEMARRA,NA,NA,NA
ASN00007035,-26.8936,117.1211,500,NA,KALLI,NA,NA,NA
ASN00007036,-26.3475,118.9583,500,NA,KILLARA,NA,NA,NA
ASN00007037,-28.5564,117.7803,400,NA,KIRKALOCKA,NA,NA,NA
ASN00007038,-26.275,117.7842,500,NA,KOONMARRA,NA,NA,NA
ASN00007039,-27.6,117.9,-999.9,NA,LAKE AUSTIN,NA,NA,NA
ASN00007040,-27.5958,117.75,400,NA,LAKESIDE,NA,NA,NA
ASN00007041,-25.1303,116.9047,400,NA,LANDOR,NA,NA,NA
ASN00007042,-26.9367,117.5928,600,NA,MADOONGA,NA,NA,NA
ASN00007043,-26.4458,116.5467,450,NA,MANFRED,NA,NA,NA
ASN00007044,-28.3,116.2,-999.9,NA,MARLOO,NA,NA,NA
ASN00007045,-26.6136,118.5372,517,NA,MEEKATHARRA AIRPORT,GS,N,9443
ASN00007046,-26.5933,118.4883,511,NA,MEEKATHARRA POST OFFICE,NA,NA,NA
ASN00007047,-28.4467,118.2675,450,NA,MEELINE STATION,NA,NA,NA
ASN00007048,-27.4222,116.825,350,NA,MEKA STATION,NA,NA,NA
ASN00007049,-26.3736,117.3339,400,NA,MILEURA,NA,NA,NA
ASN00007050,-25.0942,118.2983,600,NA,MILGUN,NA,NA,NA
ASN00007051,-24.95,118.7133,540,NA,MINGAH,NA,NA,NA
ASN00007052,-25.9214,117.6,600,NA,MOORARIE,NA,NA,NA
ASN00007053,-24.3086,116.9111,337,NA,MOUNT AUGUSTUS,NA,NA,NA
ASN00007054,-27.8794,117.5506,600,NA,MOUNT FARMER,NA,NA,NA
ASN00007055,-25.8064,117.3906,600,NA,MOUNT GOULD,NA,NA,NA
ASN00007056,-24.8567,116.895,250,NA,MOUNT JAMES,NA,NA,NA
ASN00007057,-28.0619,117.8503,426,NA,MOUNT MAGNET,NA,NA,NA
ASN00007058,-24.4,116.3078,300,NA,MOUNT PHILLIP,NA,NA,NA
ASN00007059,-24.2297,118.2408,350,NA,MOUNT VERNON,NA,NA,NA
ASN00007060,-27.4189,116.6897,350,NA,MOUNT WITTENOOM,NA,NA,NA
ASN00007061,-24.8333,118.4717,600,NA,MULGUL,NA,NA,NA
ASN00007062,-23.7942,120.2442,571,NA,MUNDIWINDI,NA,NA,NA
ASN00007063,-28.5253,117.0344,350,NA,MURALGARRA,NA,NA,NA
ASN00007064,-27.3636,116.4261,303,NA,MURGOO,NA,NA,NA
ASN00007065,-28.6519,117.6083,400,NA,NALBARRA,NA,NA,NA
ASN00007066,-26.9,118.4,448,NA,NANNINE,NA,NA,NA
ASN00007067,-28.9464,118.1867,442.2,NA,NARNDEE,NA,NA,NA
ASN00007068,-29.425,117.2906,330,NA,NINGHAN STATION,NA,NA,NA
ASN00007069,-28.1233,116.8294,390,NA,NOONGALL,NA,NA,NA
ASN00007070,-25.6381,118.7131,-999.9,NA,PEAK HILL,NA,NA,NA
ASN00007071,-28.0531,116.6514,350,NA,PINDATHUNA,NA,NA,NA
ASN00007072,-29.1886,117.9222,350,NA,PULLAGAROO,NA,NA,NA
ASN00007073,-29.55,118.5,-999.9,NA,RPF 126 MILE,NA,NA,NA
ASN00007074,-29.0167,118.45,-999.9,NA,DROMEDARY HILLS,NA,NA,NA
ASN00007075,-26.85,118.7,-999.9,NA,RPF 180 MILE,NA,NA,NA
ASN00007076,-27.95,118.6,-999.9,NA,RPF 206 MILE,NA,NA,NA
ASN00007077,-27.15,118.25,-999.9,NA,REEDY,NA,NA,NA
ASN00007078,-26.5597,118.5397,500,NA,SHERWOOD,NA,NA,NA
ASN00007079,-23.5867,120.0517,600,NA,SYLVANIA,NA,NA,NA
ASN00007080,-25.1256,119.1514,520,NA,THREE RIVERS,NA,NA,NA
ASN00007081,-28.8928,117.1333,353,NA,THUNDELARRA,NA,NA,NA
ASN00007082,-27.1192,118.0842,476,NA,TUCKANARRA,NA,NA,NA
ASN00007083,-23.6239,118.6561,530,NA,TUREE CREEK,NA,NA,NA
ASN00007084,-23.48,116.1108,500,NA,ULLAWARRA,NA,NA,NA
ASN00007085,-27.8336,117.8792,450,NA,WANARIE,NA,NA,NA
ASN00007086,-25.7,118,-999.9,NA,WANDARY,NA,NA,NA
ASN00007087,-28.0097,118.5753,450,NA,WINDSOR,NA,NA,NA
ASN00007088,-27.8058,116.5692,350,NA,WOOGALONG,NA,NA,NA
ASN00007089,-27.0878,116.1606,300,NA,WOOLEEN,NA,NA,NA
ASN00007090,-28.8439,117.8317,450,NA,WYDGEE,NA,NA,NA
ASN00007091,-28.3392,116.6828,318,NA,YALGOO,NA,NA,NA
ASN00007092,-26.3608,119.8233,500,NA,YANDIL,NA,NA,NA
ASN00007093,-25.5786,117.9931,500,NA,YARLERWEELOR,NA,NA,NA
ASN00007094,-24.6514,116.1647,299,NA,YINNETHARRA,NA,NA,NA
ASN00007095,-28.2322,117.6556,400,NA,YOWERAGABBIE,NA,NA,NA
ASN00007096,-27.9808,116.0347,300,NA,YUIN,NA,NA,NA
ASN00007097,-27.8608,118.4183,300,NA,WONDINONG,NA,NA,NA
ASN00007098,-28.8,117.6,-999.9,NA,COONATHAGO O.S.,NA,NA,NA
ASN00007099,-27.1308,118.7803,450,NA,YARRABUBBA,NA,NA,NA
ASN00007100,-25.6933,118.0803,487,NA,MOUNT PADBURY,NA,NA,NA
ASN00007101,-26.2822,118.6933,500,NA,MUNARRA,NA,NA,NA
ASN00007102,-23.5,120.5,-999.9,NA,MURRAMUNDA,NA,NA,NA
ASN00007103,-25.48,119.6492,600,NA,NEDS CREEK,NA,NA,NA
ASN00007104,-23.9958,117.5225,400,NA,PINGANDY,NA,NA,NA
ASN00007105,-24.8094,118.1111,519,NA,WOODLANDS,NA,NA,NA
ASN00007106,-28.415,116.2833,350,NA,WURARGA,NA,NA,NA
ASN00007107,-27.1178,117.1175,450,NA,NOONDIE 2,NA,NA,NA
ASN00007108,-28.325,118.545,450,NA,WINDIMURRA,NA,NA,NA
ASN00007110,-27.95,117.8667,-999.9,NA,LENNONVILLE,NA,NA,NA
ASN00007111,-24.2008,116.475,350,NA,COBRA STATION,NA,NA,NA
ASN00007112,-26.0667,118.6667,-999.9,NA,BUNGALOW,NA,NA,NA
ASN00007113,-25.3333,117.25,-999.9,NA,ERRIVILLA,NA,NA,NA
ASN00007114,-28.4833,116.55,-999.9,NA,WEARAGAMINDA,NA,NA,NA
ASN00007115,-28,118,-999.9,NA,WOOLARA,NA,NA,NA
ASN00007116,-26.4,119.8,-999.9,NA,RPF 375,NA,NA,NA
ASN00007117,-26.1667,116.25,-999.9,NA,YARRA YARRA,NA,NA,NA
ASN00007118,-26.4,118.4,-999.9,NA,ABBOTTS,NA,NA,NA
ASN00007119,-23.3856,117.0319,250,NA,ASHBURTON DOWNS,NA,NA,NA
ASN00007120,-28.6,116.8,-999.9,NA,BADGA,NA,NA,NA
ASN00007121,-24.7,119.75,-999.9,NA,BALD HILL,NA,NA,NA
ASN00007122,-29.45,118.45,-999.9,NA,BUNGAR,NA,NA,NA
ASN00007123,-27.4375,118.9292,500,NA,COGLA DOWNS,NA,NA,NA
ASN00007124,-25.2806,116.2083,400,NA,DALGETY DOWNS,NA,NA,NA
ASN00007125,-29,117.3,-999.9,NA,FIELDS FIND,NA,NA,NA
ASN00007126,-28.7,116.3,-999.9,NA,GULLEWA POST OFFICE,NA,NA,NA
ASN00007127,-28.6,116.3,-999.9,NA,GULLEWA HOUSE,NA,NA,NA
ASN00007128,-26.9,119.25,-999.9,NA,GUM CREEK,NA,NA,NA
ASN00007129,-27.8036,116.8856,420,NA,MELANGATA,NA,NA,NA
ASN00007130,-26.0747,116.6942,500,NA,MILLY MILLY,NA,NA,NA
ASN00007131,-26.95,117.5,-999.9,NA,MINDOOLAH,NA,NA,NA
ASN00007132,-25.0964,117.5922,472,NA,MOUNT CLERE,NA,NA,NA
ASN00007133,-24.95,117.75,-999.9,NA,MOUNT EDGERTON,NA,NA,NA
ASN00007134,-26.795,118.9842,500,NA,MURCHISON DOWNS,NA,NA,NA
ASN00007135,-28.2747,117.3919,350,NA,MURRUM STATION,NA,NA,NA
ASN00007136,-27.2,118,-999.9,NA,LAKE VIEW DOWNS,NA,NA,NA
ASN00007137,-26.3028,116.8789,370,NA,NOOKAWARRA,NA,NA,NA
ASN00007139,-29.2708,117.6836,339,NA,PAYNES FIND,NA,NA,9440
ASN00007140,-27.65,117.6,-999.9,NA,RPF TWO 64 MILE,NA,NA,NA
ASN00007141,-29.3,116.9,-999.9,NA,ROTHESAY,NA,NA,NA
ASN00007142,-25.97,118.6233,520,NA,CASHMAN,NA,NA,NA
ASN00007143,-28.5,116.5,-999.9,NA,WAGGA WAGGA,NA,NA,NA
ASN00007144,-29,117,-999.9,NA,WARRIDAH,NA,NA,NA
ASN00007145,-29.1,117,-999.9,NA,WARRIEDAR,NA,NA,NA
ASN00007146,-28.3831,117.6817,400,NA,WOGARNO,NA,NA,NA
ASN00007147,-27.55,118.0167,-999.9,NA,YARRAQUIN,NA,NA,NA
ASN00007148,-26.25,116.6,-999.9,NA,YEDDERADDA,NA,NA,NA
ASN00007149,-26.5942,118.4883,501,NA,MEEKATHARRA,NA,NA,NA
ASN00007150,-27.6467,117.8592,450,NA,MURRALEE,NA,NA,NA
ASN00007151,-23.3683,119.7314,544,NA,NEWMAN,NA,NA,NA
ASN00007152,-24.7103,119.6069,700,NA,KUMARINA,NA,NA,NA
ASN00007153,-23.5531,119.1478,620,NA,PRAIRIE DOWNS,NA,NA,NA
ASN00007154,-27.9369,118.1889,400,NA,WYNYANGOO,NA,NA,NA
ASN00007155,-26.1317,118.6833,500,NA,KARALUNDI,NA,NA,NA
ASN00007156,-27.9578,116.3383,400,NA,TARDIE STATION,NA,NA,NA
ASN00007157,-27.7744,117.0156,450,NA,DALGARANGA,NA,NA,NA
ASN00007158,-27.6167,118.9333,-999.9,NA,INGLEWOOD,NA,NA,NA
ASN00007159,-27.5486,118.2172,450,NA,YARRAQUIN,NA,NA,NA
ASN00007160,-26.2628,119.7639,500,NA,PAROO,NA,NA,NA
ASN00007161,-25.4636,117.1361,450,NA,ERRABIDDY,NA,NA,NA
ASN00007162,-25.58,117.7567,500,NA,TRILBAR,NA,NA,NA
ASN00007164,-23.7639,116.1197,400,NA,EDMUND,NA,NA,NA
ASN00007165,-24.9483,118.7147,540,NA,MINGAH SPRINGS,NA,NA,NA
ASN00007166,-28.35,116.55,-999.9,NA,JOHARDO,NA,NA,NA
ASN00007167,-28.15,116.6167,-999.9,NA,RPF TWO 115 MILE,NA,NA,NA
ASN00007168,-29.0675,117.7572,400,NA,OUDABUNNA,NA,NA,NA
ASN00007169,-23.1017,119.3678,670,NA,RHODES RIDGE,NA,NA,NA
ASN00007170,-23.2167,116.5,-999.9,NA,YIRRIGULLY,NA,NA,NA
ASN00007171,-28.5167,116.6333,-999.9,NA,RPF 40 MILE,NA,NA,NA
ASN00007172,-23.4,119.7833,-999.9,NA,MINDEROO,NA,NA,NA
ASN00007173,-28.5833,116.8667,-999.9,NA,GNOWS NEST,NA,NA,NA
ASN00007174,-28.7,116.9333,-999.9,NA,GOLDEN GROVE,NA,NA,NA
