stn,lat,lon,elev,state,name,flg1,flg2,wmo
ASN00079059,-36.6,143.4,-999.9,NA,GOWAR EAST (RAHINA FARM),NA,NA,NA
ASN00079060,-36.5,143.2,-999.9,NA,GOWAR WEST,NA,NA,NA
ASN00079061,-36.7,141.6,-999.9,NA,GYMBOWEN,NA,NA,NA
ASN00079062,-36.8,143,-999.9,NA,KANYA,NA,NA,NA
ASN00079063,-36.7,142,-999.9,NA,NATIMUK (JILPANGER),NA,NA,NA
ASN00079064,-37,142.25,-999.9,NA,HORSHAM (LAURISTON DOLLAN),NA,NA,NA
ASN00079065,-36.75,141.0667,-999.9,NA,MINIMAY (NEUARPUR STATION),NA,NA,NA
ASN00079066,-36.55,142.5,-999.9,NA,RUPANYUP (LALLAT PLAINS),NA,NA,NA
ASN00079067,-37.0667,142.2333,231.3,NA,STAWELL (NATTA WALLA),NA,NA,NA
ASN00079068,-36.6,143,-999.9,NA,TRAINORS LAGOON,NA,NA,NA
ASN00079069,-36.7,142.9,-999.9,NA,WALLALOO,NA,NA,NA
ASN00079070,-36.7,142.15,-999.9,NA,WALMER,NA,NA,NA
ASN00079071,-36.9681,141.0834,111,NA,APSLEY (POST OFFICE),NA,NA,NA
ASN00079072,-36.8,143.5,-999.9,NA,ARCHDALE,NA,NA,NA
ASN00079073,-37.1931,142.6081,243,NA,POMONAL,NA,NA,NA
ASN00079074,-37.1394,142.5196,236,NA,HALLS GAP (POST OFFICE),NA,NA,NA
ASN00079075,-36.6287,142.6321,145,NA,RUPANYUP (POST OFFICE),NA,NA,NA
ASN00079076,-37.05,141.7167,-999.9,NA,DOUGLAS,NA,NA,NA
ASN00079077,-36.8676,142.5217,167,NA,DADSWELLS BRIDGE,NA,NA,NA
ASN00079078,-37.0607,141.9882,175,NA,TELANGATUK EAST (MILINGIMBI),NA,NA,NA
ASN00079079,-36.7913,143.1207,228.6,NA,TOTTINGTON,NA,NA,NA
ASN00079080,-37.0717,142.7908,203,NA,STAWELL,NA,NA,NA
ASN00079081,-37.2667,143.2,-999.9,NA,MOUNT COLE,NA,NA,NA
ASN00079082,-36.7007,142.2009,140,NA,HORSHAM,NA,NA,NA
ASN00079083,-36.8698,141.0101,100,NA,BENAYEO,NA,NA,NA
ASN00079084,-36.7331,143.1525,204.2,NA,FERNANDES (AVON NO.1),NA,NA,NA
ASN00079085,-36.8667,143.2167,287,NA,CHEESMAN (AVON NO 2),NA,NA,NA
ASN00079086,-36.8637,143.123,262.1,NA,NAVARRE (AVON NO.3),NA,NA,NA
ASN00079087,-36.7831,143.1811,237.7,NA,ST ARNAUD (ROSTRON (AVON NO 4,),NA,NA
ASN00079088,-36.8333,143.1833,268,NA,MCDONALD (AVON NO 5),NA,NA,NA
ASN00079089,-36.8303,143.1058,256,NA,PARADISE (AVON NO.6),NA,NA,NA
ASN00079090,-36.7833,143.1667,247,NA,SCOTSDALE (AVON NO 7),NA,NA,NA
ASN00079091,-36.75,143.1833,232,NA,AVONBANK (AVON NO 8),NA,NA,NA
ASN00079092,-36.8333,143.5,-999.9,NA,ARCHDALE (KARA KURRACA WEST),NA,NA,NA
ASN00079093,-37.05,142.5667,-999.9,NA,MOUNT DRYDEN (MAYORTON),NA,NA,NA
ASN00079094,-36.7667,141.0667,-999.9,NA,NEUARPURR (BRIPPICK),NA,NA,NA
ASN00079095,-36.7167,141.0167,-999.9,NA,NEUARPURR,NA,NA,NA
ASN00079096,-36.75,142.65,-999.9,NA,LUBECK (ROSLYN),NA,NA,NA
ASN00079097,-37.1169,141.8031,188.8,NA,KANAGULK,NA,NA,9582
ASN00079098,-36.7667,142.3667,152,NA,PINE LAKE,NA,NA,NA
ASN00079099,-37.0222,141.2657,155,NA,EDENHOPE AIRPORT,NA,NA,9583
ASN00079100,-36.6697,142.1731,133.8,NA,HORSHAM AERODROME,NA,NA,9583
ASN00079103,-37.295,142.6039,1150,NA,GRAMPIANS (MOUNT WILLIAM),NA,NA,9483
ASN00079104,-37.2075,141.3625,165,NA,HARROW (KADNOOK),NA,NA,NA
ASN00079105,-37.068,142.7412,227.9,NA,STAWELL AERODROME,NA,NA,9483
ASN00079106,-36.9031,142.3583,244,NA,LAH-ARUM (MT STAPYLTON),NA,NA,NA
ASN00079107,-36.8132,141.2599,140,NA,PATYAH (BOOROOPKI),NA,NA,NA
ASN00080000,-36.0167,145,126.5,NA,BARMAH EAST,NA,NA,NA
ASN00080001,-35.51,143.825,73.1,NA,BENJEROOP (DAVEY),NA,NA,NA
ASN00080002,-36.116,143.7229,90,NA,BOORT,NA,NA,NA
ASN00080003,-36.2667,144.0833,104.9,NA,CALIVIL,NA,NA,NA
ASN00080004,-35.9741,143.8525,86,NA,CANARY ISLAND,NA,NA,NA
ASN00080005,-36.0261,143.8617,50,NA,CANARY ISLAND SOUTH,NA,NA,NA
ASN00080006,-36.3,143.4,116.7,NA,CHARLTON POST OFFICE,NA,NA,NA
ASN00080007,-35.9164,145.65,111.9,NA,COBRAM POST OFFICE,NA,NA,NA
ASN00080008,-35.8,144.2083,80,NA,COHUNA (GOULBURN MURRAY),NA,NA,NA
ASN00080009,-36.4775,143.3526,205,NA,ST ARNAUD (COONOOER BRIDGE),NA,NA,NA
ASN00080010,-36.25,144.8,-999.9,NA,CORNELIA CREEK STATION,NA,NA,NA
ASN00080011,-36,145,-999.9,NA,CUMEROOGUNGA ABORIGINAL SETTL,E,NA,NA
ASN00080012,-36.3667,144.2333,105.5,NA,DINGEE,NA,NA,NA
ASN00080014,-36.1348,143.9186,96,NA,DURHAM OX,NA,NA,NA
ASN00080015,-36.1647,144.7642,96,NA,ECHUCA  AERODROME,NA,NA,9486
ASN00080016,-36.2833,143.8833,107,NA,FERNIHURST,NA,NA,NA
ASN00080017,-36.0407,143.9403,90,NA,GLADFIELD HOPEFIELD ESTATE,NA,NA,NA
ASN00080018,-36.1,143.4,115.8,NA,GLENLOTH EAST,NA,NA,NA
ASN00080019,-36.1631,143.3297,110,NA,GLENLOTH SHINGLE HUT HMSD,NA,NA,NA
ASN00080020,-35.9661,144.3712,84.7,NA,GUNBOWER GEE TEE STUD,NA,NA,NA
ASN00080021,-36.1,144.95,-999.9,NA,KANYAPELLA,NA,NA,NA
ASN00080022,-36.0833,145.6833,117,NA,KATAMATITE,NA,NA,NA
ASN00080023,-35.7236,143.9197,77.7,NA,KERANG,NA,NA,9484
ASN00080024,-35.8674,143.8007,80.2,NA,KERANG (MERAN DOWNS),NA,NA,NA
ASN00080025,-36.15,145,-999.9,NA,TONGALA (KORALEIGH),NA,NA,NA
ASN00080026,-36.3567,143.7053,150,NA,KORONG VALE (POST OFFICE),NA,NA,NA
ASN00080027,-36.3203,143.735,135,NA,KORONG VALE (BURNBANK),NA,NA,NA
ASN00080028,-36.3167,145.05,105.8,NA,KYABRAM POST OFFICE,NA,NA,NA
ASN00080029,-36.1509,143.5182,110,NA,LAKE MARMAL,NA,NA,NA
ASN00080030,-35.9,144.3,91.4,NA,LEITCHVILLE POST OFFICE,NA,NA,NA
ASN00080031,-36.35,144.5,-999.9,NA,LOCKINGTON,NA,NA,NA
ASN00080032,-36.0167,145.0167,121.9,NA,MOIRA LOWER,NA,NA,NA
ASN00080033,-35.9,144,82.9,NA,MACORNA,NA,NA,NA
ASN00080034,-36.1,145,-999.9,NA,MADOWLA PARK,NA,NA,NA
ASN00080035,-35.8333,144.1167,79,NA,MEAD,NA,NA,NA
ASN00080036,-35.9681,144.1073,85,NA,MINCHA,NA,NA,NA
ASN00080037,-36.2167,144.2333,152,NA,MITIAMO,NA,NA,NA
ASN00080038,-36.15,144.2,109.7,NA,MOLOGA FINE VIEW,NA,NA,NA
ASN00080039,-36.1861,144.0565,100,NA,YARRAWALLA SOUTH,NA,NA,NA
ASN00080040,-35.5333,143.9167,72,NA,MURRABIT R.W.C.,NA,NA,NA
ASN00080041,-36.2333,143.7667,105,NA,MYSIA SR&WSC,NA,NA,NA
ASN00080042,-36.0591,145.2032,102,NA,NATHALIA (POST OFFICE),NA,NA,NA
ASN00080043,-36.1,145.45,108,NA,NUMURKAH POST OFFICE,NA,NA,NA
ASN00080044,-35.9977,144.4244,90,NA,PATHO WEST,NA,NA,NA
ASN00080045,-36,145.1,99.7,NA,PICOLA,NA,NA,NA
ASN00080046,-36.3,144.35,-999.9,NA,PINE GROVE STATE SCHOOL,NA,NA,NA
ASN00080047,-35.95,145.3,106.7,NA,PIREE,NA,NA,NA
ASN00080048,-36.05,144.1,89.6,NA,PYRAMID HILL,NA,NA,NA
ASN00080049,-36.3613,144.7108,114,NA,ROCHESTER,NA,NA,NA
ASN00080050,-36,145.55,-999.9,NA,SANDMOUNT,NA,NA,NA
ASN00080051,-36.3666,143.9522,110,NA,SERPENTINE (EAST LODDON),NA,NA,NA
ASN00080052,-36.3,145.4,-999.9,NA,TALLYGAROOPNA STATE SCHOOL,NA,NA,NA
ASN00080053,-36.4296,144.2498,110,NA,TANDARRA,NA,NA,NA
ASN00080054,-36.2991,144.4317,110,NA,TENNYSON,NA,NA,NA
ASN00080055,-36.15,144.4,-999.9,NA,TERRICK SOUTH,NA,NA,NA
ASN00080056,-36.2497,144.9531,100.1,NA,TONGALA,NA,NA,NA
ASN00080057,-36.2,145,-999.9,NA,TONGALA (PEPPERTREE GROVE),NA,NA,NA
ASN00080058,-36.1,144.5,-999.9,NA,TORRUMBARRY,NA,NA,NA
ASN00080059,-35.9167,145.4,106.7,NA,STRATHMERTON (WOODLEA),NA,NA,NA
ASN00080060,-36.05,145.3333,107,NA,WAAIA,NA,NA,NA
ASN00080061,-36.4183,143.6123,200,NA,WEDDERBURN (POST OFFICE),NA,NA,NA
ASN00080062,-36.1,144.65,-999.9,NA,WHARPARILLA WEST,NA,NA,NA
ASN00080063,-36.25,143.6,168,NA,WYCHITELLA SOUTH,NA,NA,NA
ASN00080064,-36,145.3,-999.9,NA,YALCA,NA,NA,NA
ASN00080065,-35.8764,145.5461,115,NA,YARROWEYAH,NA,NA,NA
ASN00080066,-35.9,145.2,91.4,NA,YIELIMA POST OFFICE,NA,NA,NA
ASN00080067,-36.2717,143.3453,130,NA,CHARLTON (DONALD ST),NA,NA,NA
ASN00080068,-36.25,144.6,137.2,NA,BAMAWM,NA,NA,NA
ASN00080069,-36.3,143.5,-999.9,NA,BUCKRABANYULE (NARDOO VALE),NA,NA,NA
ASN00080070,-35.9,145.7,-999.9,NA,COBRAM MURRAY VILLA,NA,NA,NA
ASN00080071,-36.6,143.8,-999.9,NA,GLENALBYN,NA,NA,NA
ASN00080072,-36.1,145.3,-999.9,NA,KAARIMBA,NA,NA,NA
ASN00080073,-35.8,143.9333,-999.9,NA,KERANG (TRAGOWELL),NA,NA,NA
ASN00080074,-35.7333,143.9,75,NA,KERANG HELVETIA FARM,NA,NA,NA
ASN00080075,-35.65,144.15,76.2,NA,KOONDROOK,NA,NA,NA
ASN00080076,-36.2167,144.2333,-999.9,NA,MITIAMO 1,NA,NA,NA
ASN00080077,-36.2167,144.2333,-999.9,NA,MITIAMO 2,NA,NA,NA
ASN00080078,-36.0833,145.2,-999.9,NA,NATHALIA HERALD OFFICE,NA,NA,NA
ASN00080079,-36.0167,145.1167,99.7,NA,UPPER MOIRA (PICOLA NORTH),NA,NA,NA
ASN00080080,-36.35,144.7167,115.2,NA,ROCHESTER (TARANAH),NA,NA,NA
ASN00080081,-36.35,144.7167,115.2,NA,ROCHESTER WEST,NA,NA,NA
ASN00080082,-35.8667,144.0833,-999.9,NA,ROWLANDS (ROWAN),NA,NA,NA
ASN00080083,-36.25,145.15,-999.9,NA,ST GERMAINS,NA,NA,NA
ASN00080084,-36.3167,143.9833,-999.9,NA,SERPENTINE CREEK STATION,NA,NA,NA
ASN00080086,-35.9,145.5,-999.9,NA,STRATHMERTON,NA,NA,NA
ASN00080087,-36.4,144.85,-999.9,NA,TIMMERING EAST,NA,NA,NA
ASN00080088,-35.85,144,-999.9,NA,TRAGOWEL,NA,NA,NA
ASN00080089,-36.3,143.5,-999.9,NA,WOOSANG,NA,NA,NA
ASN00080090,-35.9333,145.2167,-999.9,NA,YIELIMA (ESPERANCE),NA,NA,NA
ASN00080091,-36.335,145.0638,105,NA,KYABRAM DPI,NA,NA,9583
ASN00080093,-36.2,145,-999.9,NA,WYUNA RESEARCH,NA,NA,NA
ASN00080094,-36.2,143.4,-999.9,NA,NARREWILOCK,NA,NA,NA
ASN00080095,-36.223,144.5367,101,NA,KOTTA,NA,NA,NA
ASN00080096,-36.0875,144.0922,100,NA,MOLOGA (PYRAMID HILL),NA,NA,NA
ASN00080097,-36.3833,143.3333,-999.9,NA,YEUNGROON (THE OAKS),NA,NA,NA
ASN00080098,-36.2983,144.1393,103,NA,PRAIRIE WEST,NA,NA,NA
ASN00080099,-36.4093,143.9752,110,NA,SERPENTINE LODDON VALLEY H'WA,Y,NA,NA
ASN00080100,-36.1333,145.1,104,NA,KOTUPNA,NA,NA,NA
ASN00080101,-36.0918,145.4531,100,NA,NUMURKAH (GOLF CLUB),NA,NA,NA
ASN00080102,-36.0597,144.115,90,NA,PYRAMID HILL,NA,NA,NA
ASN00080103,-36.3794,144.2299,110,NA,DINGEE,NA,NA,NA
ASN00080104,-36.2,145.05,121.9,NA,WYUNA STATE SCHOOL,NA,NA,NA
ASN00080107,-36.05,145.6167,-999.9,NA,NARINGALINGALOOK,NA,NA,NA
ASN00080108,-36.2667,143.9833,-999.9,NA,JACKLIN,NA,NA,NA
ASN00080109,-35.9119,145.6447,113,NA,COBRAM (GOULBURN MURRAY),NA,NA,NA
ASN00080110,-35.7357,143.9295,77,NA,KERANG GMW,NA,NA,NA
ASN00080111,-35.6333,144.1333,76.2,NA,KOONDROOK IRRIGATION TRUST,NA,NA,NA
ASN00080112,-35.9,144.3167,84,NA,LEITCHVILLE,NA,NA,NA
ASN00080113,-36.35,144.9667,-999.9,NA,MOUNT SCOBIE,NA,NA,NA
ASN00080114,-36.15,145.4833,-999.9,NA,WUNGHNU,NA,NA,NA
ASN00080115,-35.9333,144.3,-999.9,NA,KOW SWAMP,NA,NA,NA
ASN00080116,-36.1333,144.05,-999.9,NA,MOLOGA WEST,NA,NA,NA
ASN00080117,-36.4333,144.1667,-999.9,NA,YALLOOK,NA,NA,NA
ASN00080118,-36.45,143.45,-999.9,NA,BARRAKEE SOUTH,NA,NA,NA
ASN00080119,-36.3833,143.4167,-999.9,NA,YEUNGROON EAST,NA,NA,NA
ASN00080120,-35.75,144.1333,-999.9,NA,KOROOP,NA,NA,NA
ASN00080121,-35.8833,144.0333,-999.9,NA,MACORNA (ROSEVALE),NA,NA,NA
ASN00080122,-36.3333,143.75,-999.9,NA,BORUNG,NA,NA,NA
ASN00080123,-36.2667,143.5167,-999.9,NA,BUCKRABANYULE,NA,NA,NA
ASN00080124,-36.1167,143.85,-999.9,NA,BOORT EAST,NA,NA,NA
ASN00080125,-35.8876,145.3879,105,NA,ULUPNA,NA,NA,NA
ASN00080126,-35.7175,143.9111,77.2,NA,KERANG MODEL FARM,NA,NA,NA
ASN00080127,-36.1149,144.6282,98,NA,WHARPARILLA,NA,NA,NA
ASN00080128,-36.2847,143.3341,131.7,NA,CHARLTON,NA,NA,9483
ASN00081000,-37.0887,143.4747,242,NA,AVOCA (POST OFFICE),NA,NA,NA
ASN00081001,-36.8,144.4,-999.9,NA,LONGLEA,NA,NA,NA
ASN00081002,-36.7892,143.5437,215,NA,BEALIBA,NA,NA,NA
ASN00081003,-36.7533,144.2825,225.3,NA,BENDIGO PRISON,NA,NA,NA
ASN00081004,-36.2667,146.05,229,NA,LAKE ROWAN (BUNGEET),NA,NA,NA
ASN00081005,-36.65,143.9333,59,NA,BRIDGEWATER (MEMSIE),NA,NA,NA
ASN00081006,-36.6722,143.5522,198,NA,BURKES FLAT,NA,NA,NA
ASN00081007,-36.4565,145.6569,130,NA,CANIAMBO,NA,NA,NA
ASN00081008,-36.5421,144.7751,144,NA,COLBINABBIN,NA,NA,NA
ASN00081009,-36.4,145.1,108.5,NA,COOMA,NA,NA,NA
ASN00081010,-36.45,144.8,-999.9,NA,COROP,NA,NA,NA
ASN00081011,-36.3,145.9,-999.9,NA,DEVENISH POST OFFICE,NA,NA,NA
ASN00081012,-36.3,145.9,143.9,NA,DEVENISH,NA,NA,NA
ASN00081013,-36.3717,145.7048,185,NA,DOOKIE AGRICULTURAL COLLEGE,NA,NA,NA
ASN00081014,-36.45,144.45,115,NA,DRUMMARTIN,NA,NA,NA
ASN00081015,-36.7333,144.2333,-999.9,NA,EAGLEHAWK,NA,NA,NA
ASN00081016,-36.4963,144.6096,130,NA,ELMORE,NA,NA,NA
ASN00081017,-36.415,145.9225,160,NA,GOORAMBAT,NA,NA,NA
ASN00081018,-36.6,144.5,213,NA,GOORNONG,NA,NA,NA
ASN00081019,-36.718,145.1731,122,NA,NAGAMBIE (GOULBURN WEIR),NA,NA,NA
ASN00081020,-36.5753,143.8695,150.3,NA,INGLEWOOD (POST OFFICE),NA,NA,NA
ASN00081021,-36.15,145.6,-999.9,NA,INVERGORDON,NA,NA,NA
ASN00081022,-36.25,145.6,-999.9,NA,KATANDRA NORTH,NA,NA,NA
ASN00081023,-36.2167,145.55,114.3,NA,KATANDRA WEST,NA,NA,NA
ASN00081024,-36.5,145.5,-999.9,NA,KIALLA EAST,NA,NA,NA
ASN00081025,-36.8333,144.5833,199,NA,KNOWSLEY POST OFFICE,NA,NA,NA
ASN00081026,-36.8339,143.8917,170,NA,LAANECOORIE WEIR,NA,NA,NA
ASN00081027,-36.3,146,-999.9,NA,LAKE ROWAN,NA,NA,NA
ASN00081028,-36.7,144.1,174,NA,LEICHARDT,NA,NA,NA
ASN00081029,-36.3,145.8,140,NA,BOXWOOD,NA,NA,NA
ASN00081030,-36.7,144.1,-999.9,NA,MARONG,NA,NA,NA
ASN00081031,-36.3667,145.1333,-999.9,NA,MERRIGUM,NA,NA,NA
ASN00081032,-36.6837,145.5103,152,NA,MIEPOLL SOUTH,NA,NA,NA
ASN00081033,-36.6436,145.4197,138,NA,MOLKA (LOWANA),NA,NA,NA
ASN00081034,-36.3989,145.3448,108,NA,MOOROOPNA,NA,NA,NA
ASN00081035,-36.6146,145.2143,115,NA,MURCHISON,NA,NA,NA
ASN00081036,-36.65,145.2,-999.9,NA,MURCHISON (EAST NOORILIM),NA,NA,NA
ASN00081037,-36.7833,145.1667,131,NA,NAGAMBIE CBA,NA,NA,NA
ASN00081038,-36.9422,143.4711,198.1,NA,NATTE YALLOCK,NA,NA,NA
ASN00081040,-36.2,146.2,-999.9,NA,PEECHELBA,NA,NA,NA
ASN00081041,-36.534,144.208,127.1,NA,RAYWOOD,NA,NA,NA
ASN00081042,-36.5,144.6,-999.9,NA,RUNNYMEDE,NA,NA,NA
ASN00081043,-36.5915,145.0162,170,NA,RUSHWORTH,NA,NA,NA
ASN00081044,-36.3783,145.4192,110,NA,GOULBURN RIVER @ SHEPPARTON,NA,NA,NA
ASN00081045,-36.4,145.5,-999.9,NA,SHEPPARTON EAST,NA,NA,NA
ASN00081046,-36.443600000000004,144.9828,108,NA,STANHOPE,NA,NA,NA
ASN00081047,-36.7729,143.8338,210,NA,TARNAGULLA,NA,NA,NA
ASN00081048,-36.4431,145.23,101.3,NA,TATURA POST OFFICE,NA,NA,NA
ASN00081049,-36.4378,145.2672,114,NA,TATURA INST SUSTAINABLE AG,NA,NA,9583
ASN00081050,-36.7167,144.7,185.9,NA,TOOLLEEN (RYAN),NA,NA,NA
ASN00081051,-36.1634,145.8838,122,NA,TUNGAMAH,NA,NA,NA
ASN00081052,-36.6,144.9,110,NA,WANALTA,NA,NA,NA
ASN00081053,-36.5333,145.0833,121,NA,WARANGA RESERVOIR,NA,NA,NA
ASN00081054,-36.6,145.1,146.3,NA,WHROO,NA,NA,NA
ASN00081055,-36.1569,146.0125,140.2,NA,WILBY,NA,NA,NA
ASN00081056,-36.2,145.7,-999.9,NA,YABBA NORTH,NA,NA,NA
ASN00081057,-36.0281,146.0044,128,NA,YARRAWONGA POST OFFICE,NA,NA,NA
ASN00081058,-36.6022,143.9397,137,NA,BRIDGEWATER (POST OFFICE),NA,NA,NA
ASN00081059,-36.4,145.2667,-999.9,NA,MOOROOPNA NORTH WEST,NA,NA,NA
ASN00081060,-36.9,144.3167,392.3,NA,SEDGWICK,NA,NA,NA
ASN00081061,-36.8,144.5,137.2,NA,AXEDALE,NA,NA,NA
ASN00081062,-36.5,145.3,-999.9,NA,AKOONA,NA,NA,NA
ASN00081063,-37.0833,143.4833,213.4,NA,AVOCA,NA,NA,NA
ASN00081064,-36.2,146.0833,-999.9,NA,BOWEYA NORTH,NA,NA,NA
ASN00081065,-36,145.9,-999.9,NA,BURRAMINE,NA,NA,NA
ASN00081066,-36.45,144.9,-999.9,NA,CARAG CARAG,NA,NA,NA
ASN00081068,-36.7,144.4,-999.9,NA,FOSTERVILLE,NA,NA,NA
ASN00081069,-36.5,143.55,-999.9,NA,KURRACA,NA,NA,NA
ASN00081070,-36.75,143.9,-999.9,NA,LAANECOORIE MECHANICS INST,NA,NA,NA
ASN00081071,-36.9,144.2,-999.9,NA,RAVENSWOOD,NA,NA,NA
ASN00081072,-36.8,144.8,-999.9,NA,REDCASTLE,NA,NA,NA
ASN00081073,-36.65,143.7,-999.9,NA,RHEOLA,NA,NA,NA
ASN00081074,-36.9,144,-999.9,NA,SHELBOURNE STATE SCHOOL,NA,NA,NA
ASN00081075,-36.9167,144.3167,-999.9,NA,SEDGWICK (MARYVALE),NA,NA,NA
ASN00081076,-36.25,145.3833,110.6,NA,TALLYGAROOPNA HOMESTEAD,NA,NA,NA
ASN00081077,-36.5,145.3,-999.9,NA,TOOLAMBA,NA,NA,NA
ASN00081078,-36.8,144,-999.9,NA,WOODSTOCK WEST,NA,NA,NA
ASN00081079,-36.15,145.7,-999.9,NA,YOUANMITE,NA,NA,NA
ASN00081080,-36.3,145.85,-999.9,NA,YUNDOOL,NA,NA,NA
ASN00081081,-37.1,143.6,-999.9,NA,BUNG BONG,NA,NA,NA
ASN00081082,-36.55,145.3,-999.9,NA,ARCADIA (NOORILIM PARK),NA,NA,NA
ASN00081083,-36.8465,144.5273,201,NA,EPPALOCK RESERVOIR,NA,NA,NA
ASN00081084,-36.3608,145.4594,113.4,NA,LEMNOS (CAMPBELLS SOUP),NA,NA,NA
ASN00081085,-36.8589,143.7297,210,NA,DUNOLLY,NA,NA,NA
ASN00081086,-36.8639,144.3221,243.8,NA,SEDGWICK,NA,NA,NA
ASN00081087,-36.2567,146.0433,274,NA,BUNGEET (HIGHLANDS),NA,NA,NA
ASN00081088,-36.8333,144.2333,-999.9,NA,BIG HILL RESERVOIR,NA,NA,NA
ASN00081089,-36.5692,144.0739,143,NA,CAMPBELLS FOREST (YARRABERB),NA,NA,NA
ASN00081090,-36.7446,143.6788,256,NA,MOLIAGUL,NA,NA,NA
ASN00081091,-36.5486,143.6958,213,NA,GLENALBYN (BRENANAH),NA,NA,NA
ASN00081092,-36.8645,143.9784,183,NA,EASTVILLE (BONNIE BANKS),NA,NA,NA
ASN00081093,-36.9,144.0833,268,NA,MALDON (ROCKLYN),NA,NA,NA
ASN00081094,-36.4475,144.7611,137,NA,COROP  (VIEW FIELD),NA,NA,NA
ASN00081095,-36.5901,145.3118,119,NA,MURCHISON (ARCADIA (SUNNYVILL,E,NA,NA
ASN00081097,-36.8167,144.7333,228.6,NA,HEATHCOTE (DARGILE),NA,NA,NA
ASN00081098,-36.7167,144.25,222.5,NA,EAGLEHAWK BOROUGH OFFICE,NA,NA,NA
ASN00081099,-36,145.75,-999.9,NA,KATUNGA,NA,NA,NA
ASN00081100,-36.7682,143.9866,165,NA,WOODSTOCK-ON-LODDON (ALEXANDR,A,NA,NA
ASN00081101,-36.35,146.0667,-999.9,NA,THOONA,NA,NA,NA
ASN00081104,-36.1667,145.8,-999.9,NA,YOUARANG,NA,NA,NA
ASN00081105,-36.1,145.9333,-999.9,NA,TELFORD,NA,NA,NA
ASN00081106,-36.4333,145.1333,-999.9,NA,GIRGARRE (WOODTHORPE),NA,NA,NA
ASN00081107,-36.4833,145.1667,-999.9,NA,HARSTON (COORAMINTA),NA,NA,NA
ASN00081108,-36.3667,145.7167,-999.9,NA,COSGROVE (KOIMBURRA),NA,NA,NA
ASN00081109,-36.6667,144.8167,115,NA,WANALTA (MCEVOY),NA,NA,NA
ASN00081113,-36.6667,144.8833,114,NA,WANALTA RAGLIS PROPERTY,NA,NA,NA
ASN00081114,-36.4344,145.2278,114,NA,TATURA (THIESS SERVICES),NA,NA,NA
ASN00081115,-36.6284,144.8726,115,NA,WANALTA DAEN STATION,NA,NA,NA
ASN00081116,-36.4556,146.0239,168,NA,CHESNEY VALE (LAKE MOKOAN NO,1,NA,NA
ASN00081117,-36.4717,146.1367,170,NA,LAKE MOKOAN 2,NA,NA,NA
ASN00081118,-36.8093,144.6203,213,NA,KNOWSLEY,NA,NA,NA
ASN00081119,-36.0967,146.22,130,NA,BUNDALONG SOUTH,NA,NA,NA
ASN00081120,-36.5886,145.0198,160,NA,RUSHWORTH (RAGLUS),NA,NA,NA
ASN00081121,-36.8444,144.2444,340,NA,SANDHURST RESERVOIR,NA,NA,NA
ASN00081122,-37.0382,143.4812,235,NA,AVOCA  (HOMEBUSH),NA,NA,NA
ASN00081123,-36.7395,144.3266,208,NA,BENDIGO AIRPORT,NA,NA,9485
ASN00081124,-36.0294,146.0306,128.9,NA,YARRAWONGA,NA,NA,9486
ASN00081125,-36.4289,145.3947,113.9,NA,SHEPPARTON AIRPORT,NA,NA,9487
ASN00081126,-36.7383,144.255,-999.9,NA,LONG GULLY,NA,NA,NA
ASN00081127,-36.8867,143.5022,-999.9,NA,AVOCA RIVER AT ARCHDALE JUNCT,I,NA,NA
ASN00082000,-36.1135,146.6841,182,NA,BARNAWARTHA,NA,NA,NA
ASN00082001,-36.3702,146.7132,580,NA,BEECHWORTH COMPOSITE,NA,NA,NA
ASN00082002,-36.5483,145.9703,169.5,NA,BENALLA (SHADFORTH STREET),NA,NA,NA
ASN00082003,-36.65,146,-999.9,NA,BENALLA ILFORD,NA,NA,NA
ASN00082004,-36.6667,145.9667,192,NA,BENALLA SHARON,NA,NA,NA
ASN00082005,-36.1,147.1,-999.9,NA,BETHANGA LOWER,NA,NA,NA
ASN00082006,-36.2222,146.2831,142,NA,BOORHAMAN,NA,NA,NA
ASN00082007,-36,147.55,204.2,NA,BURROWYE,NA,NA,NA
ASN00082008,-36.4552,147.4318,395,NA,CALLAGHAN CREEK STATION,NA,NA,NA
ASN00082009,-36.6085,146.5371,238,NA,CARBOOR,NA,NA,NA
ASN00082010,-36.1491,146.6106,209,NA,CHILTERN (POST OFFICE),NA,NA,NA
ASN00082011,-36.2003,147.8956,313.5,NA,CORRYONG (PARISH LANE),NA,NA,NA
ASN00082012,-36.4,147.6,-999.9,NA,CRAVENSVILLE,NA,NA,NA
ASN00082013,-36.2,147.8,-999.9,NA,CUDGEWA STATE SCHOOL,NA,NA,NA
ASN00082014,-36.2,147.9,152.4,NA,CUDGEWA NORTH,NA,NA,NA
ASN00082015,-36.3084,146.5229,195,NA,ELDORADO,NA,NA,NA
ASN00082016,-36.7545,145.5727,181,NA,EUROA,NA,NA,NA
ASN00082017,-36.4,146.55,-999.9,NA,EVERTON,NA,NA,NA
ASN00082018,-36.7691,147.6956,610,NA,UPLANDS (GIBBO RIVER PARK),NA,NA,NA
ASN00082019,-36.9,145.6,61,NA,GOORAM GONG,NA,NA,NA
ASN00082020,-36.6,146.3,-999.9,NA,HANSONVILLE,NA,NA,NA
ASN00082021,-36.0964,146.6008,200,NA,INDIGO,NA,NA,NA
ASN00082022,-36.4472,147.0467,223,NA,KERGUNYAH SOUTH,NA,NA,NA
